Remapped Interrupt supported on IOMMU: dmar18
 IR table address:1080100000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     79:00.4 00030010 20  0000000000047904	000300100020000d

Remapped Interrupt supported on IOMMU: dmar17
 IR table address:1080200000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     74:00.4 00030004 20  0000000000047404	000300040020000d

Remapped Interrupt supported on IOMMU: dmar16
 IR table address:100900000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     6f:00.4 00011000 20  0000000000046f04	000110000020000d

Remapped Interrupt supported on IOMMU: dmar15
 IR table address:100a00000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 31    16:00.0 00022000 20  0000000000041600	000220000020000d
 32    16:00.0 00028000 20  0000000000041600	000280000020000d
 33    16:00.0 00030002 20  0000000000041600	000300020020000d
 34    16:00.0 00030008 20  0000000000041600	000300080020000d
 35    16:00.0 00030020 20  0000000000041600	000300200020000d
 36    16:00.0 00030080 20  0000000000041600	000300800020000d
 37    16:00.0 00030200 20  0000000000041600	000302000020000d
 38    16:00.0 00030800 20  0000000000041600	000308000020000d
 39    16:00.0 00032000 20  0000000000041600	000320000020000d
 40    16:00.0 00038000 20  0000000000041600	000380000020000d
 41    16:00.0 000a0002 20  0000000000041600	000a00020020000d
 42    16:00.0 000a0008 20  0000000000041600	000a00080020000d
 43    16:00.0 000a0010 21  0000000000041600	000a00100021000d
 44    16:00.0 000a0040 21  0000000000041600	000a00400021000d
 45    16:00.0 000a0100 21  0000000000041600	000a01000021000d
 46    16:00.0 000a0400 21  0000000000041600	000a04000021000d
 47    16:00.0 000a1000 21  0000000000041600	000a10000021000d
 48    16:00.0 000a4000 21  0000000000041600	000a40000021000d
 49    16:00.0 000b0001 21  0000000000041600	000b00010021000d
 50    16:00.0 000b0004 21  0000000000041600	000b00040021000d
 51    16:00.0 000b0010 21  0000000000041600	000b00100021000d
 52    16:00.0 000b0040 21  0000000000041600	000b00400021000d
 53    16:00.0 000b0100 21  0000000000041600	000b01000021000d
 54    16:00.0 000b0400 21  0000000000041600	000b04000021000d
 55    16:00.0 000b1000 21  0000000000041600	000b10000021000d
 56    16:00.0 000b4000 20  0000000000041600	000b40000020000d
 57    16:00.0 000a0020 20  0000000000041600	000a00200020000d
 58    16:00.0 000a0080 20  0000000000041600	000a00800020000d
 59    16:00.0 000a0200 20  0000000000041600	000a02000020000d
 60    16:00.0 000a0800 20  0000000000041600	000a08000020000d
 61    16:00.0 000a2000 20  0000000000041600	000a20000020000d
 62    16:00.0 000a8000 20  0000000000041600	000a80000020000d
 63    16:00.0 000b0002 20  0000000000041600	000b00020020000d
 64    16:00.0 000b0008 20  0000000000041600	000b00080020000d
 65    16:00.0 000b0020 20  0000000000041600	000b00200020000d
 66    16:00.0 000b0080 20  0000000000041600	000b00800020000d
 67    16:00.0 000b0200 20  0000000000041600	000b02000020000d
 68    16:00.0 000b0800 20  0000000000041600	000b08000020000d
 69    16:00.0 000b2000 20  0000000000041600	000b20000020000d
 70    16:00.0 000b8000 20  0000000000041600	000b80000020000d
 71    16:00.0 00080002 20  0000000000041600	000800020020000d
 72    16:00.0 00080008 20  0000000000041600	000800080020000d
 73    16:00.0 00080010 21  0000000000041600	000800100021000d
 74    16:00.0 00080040 21  0000000000041600	000800400021000d
 75    16:00.0 00080100 21  0000000000041600	000801000021000d
 76    16:00.0 00080400 21  0000000000041600	000804000021000d
 77    16:00.0 00081000 21  0000000000041600	000810000021000d
 78    16:00.0 00084000 21  0000000000041600	000840000021000d
 79    16:00.0 00090001 21  0000000000041600	000900010021000d
 80    16:00.0 00090004 21  0000000000041600	000900040021000d
 81    16:00.0 00090010 21  0000000000041600	000900100021000d
 82    16:00.0 00090040 21  0000000000041600	000900400021000d
 83    16:00.0 00090100 20  0000000000041600	000901000020000d
 84    16:00.0 00090400 20  0000000000041600	000904000020000d
 85    16:00.0 00091000 20  0000000000041600	000910000020000d
 86    16:00.0 00094000 20  0000000000041600	000940000020000d
 87    16:00.0 00080020 20  0000000000041600	000800200020000d
 88    16:00.0 00080080 20  0000000000041600	000800800020000d
 89    16:00.0 00080200 20  0000000000041600	000802000020000d
 90    16:00.0 00080800 20  0000000000041600	000808000020000d
 91    16:00.0 00082000 20  0000000000041600	000820000020000d
 92    16:00.0 00088000 20  0000000000041600	000880000020000d
 93    16:00.0 00090002 20  0000000000041600	000900020020000d
 94    16:00.0 00090008 20  0000000000041600	000900080020000d
 95    16:00.0 00090020 20  0000000000041600	000900200020000d
 96    16:00.0 00090080 20  0000000000041600	000900800020000d
 97    16:00.0 00090200 20  0000000000041600	000902000020000d
 98    16:00.0 00090800 20  0000000000041600	000908000020000d
 99    16:00.0 00092000 20  0000000000041600	000920000020000d
 100   16:00.0 00098000 20  0000000000041600	000980000020000d
 101   16:00.0 00000002 21  0000000000041600	000000020021000d
 102   16:00.0 00000008 21  0000000000041600	000000080021000d
 103   16:00.0 00000010 21  0000000000041600	000000100021000d
 104   16:00.0 00000040 21  0000000000041600	000000400021000d
 105   16:00.0 00000100 21  0000000000041600	000001000021000d
 106   16:00.0 00000400 21  0000000000041600	000004000021000d
 107   16:00.0 00001000 21  0000000000041600	000010000021000d
 108   16:00.0 00004000 21  0000000000041600	000040000021000d
 109   16:00.0 00010001 21  0000000000041600	000100010021000d
 110   16:00.0 00010004 21  0000000000041600	000100040021000d
 111   16:00.0 00010010 21  0000000000041600	000100100021000d
 112   16:00.0 00010040 21  0000000000041600	000100400021000d
 113   16:00.0 00010100 21  0000000000041600	000101000021000d
 114   16:00.0 00010400 21  0000000000041600	000104000021000d
 115   16:00.0 00011000 21  0000000000041600	000110000021000d
 116   16:00.0 00014000 21  0000000000041600	000140000021000d
 117   16:00.0 00000020 21  0000000000041600	000000200021000d
 118   16:00.0 00000080 21  0000000000041600	000000800021000d
 119   16:00.0 00000200 21  0000000000041600	000002000021000d
 120   16:00.0 00000800 21  0000000000041600	000008000021000d
 121   16:00.0 00002000 21  0000000000041600	000020000021000d
 122   16:00.0 00008000 21  0000000000041600	000080000021000d
 123   16:00.0 00010002 21  0000000000041600	000100020021000d
 124   16:00.0 00010008 20  0000000000041600	000100080020000d
 125   16:00.0 00010020 20  0000000000041600	000100200020000d
 126   16:00.0 00010080 20  0000000000041600	000100800020000d
 127   16:00.0 00010200 20  0000000000041600	000102000020000d
 128   16:00.0 00010800 20  0000000000041600	000108000020000d
 129   16:00.0 00012000 20  0000000000041600	000120000020000d
 130   16:00.0 00018000 20  0000000000041600	000180000020000d
 131   17:00.0 00000100 25  0000000000041700	000001000025000d
 132   17:00.0 00000001 2a  0000000000041700	00000001002a000d
 133   17:00.1 00014000 29  0000000000041701	000140000029000d
 134   17:00.1 00010002 30  0000000000041701	000100020030000d
 135   17:00.0 00000004 28  0000000000041700	000000040028000d
 136   17:00.0 00000010 28  0000000000041700	000000100028000d
 137   17:00.0 00000040 28  0000000000041700	000000400028000d
 138   17:00.0 00000100 28  0000000000041700	000001000028000d
 139   17:00.0 00000400 28  0000000000041700	000004000028000d
 140   17:00.0 00001000 28  0000000000041700	000010000028000d
 141   17:00.0 00004000 28  0000000000041700	000040000028000d
 142   17:00.0 00010001 28  0000000000041700	000100010028000d
 143   17:00.0 00010004 28  0000000000041700	000100040028000d
 144   17:00.0 00010010 28  0000000000041700	000100100028000d
 145   17:00.0 00010040 28  0000000000041700	000100400028000d
 146   17:00.0 00010100 27  0000000000041700	000101000027000d
 147   17:00.0 00010400 27  0000000000041700	000104000027000d
 148   17:00.0 00011000 27  0000000000041700	000110000027000d
 149   17:00.0 00014000 27  0000000000041700	000140000027000d
 150   17:00.0 00000002 27  0000000000041700	000000020027000d
 151   17:00.0 00000008 27  0000000000041700	000000080027000d
 152   17:00.0 00000020 27  0000000000041700	000000200027000d
 153   17:00.0 00000080 27  0000000000041700	000000800027000d
 154   17:00.0 00000200 27  0000000000041700	000002000027000d
 155   17:00.0 00000800 27  0000000000041700	000008000027000d
 156   17:00.0 00002000 27  0000000000041700	000020000027000d
 157   17:00.0 00008000 27  0000000000041700	000080000027000d
 158   17:00.0 00010002 27  0000000000041700	000100020027000d
 159   17:00.0 00010008 27  0000000000041700	000100080027000d
 160   17:00.0 00010020 27  0000000000041700	000100200027000d
 161   17:00.0 00010080 27  0000000000041700	000100800027000d
 162   17:00.0 00010200 27  0000000000041700	000102000027000d
 163   17:00.0 00010800 27  0000000000041700	000108000027000d
 164   17:00.0 00012000 27  0000000000041700	000120000027000d
 165   17:00.0 00018000 27  0000000000041700	000180000027000d
 166   17:00.0 00020001 29  0000000000041700	000200010029000d
 167   17:00.0 00020004 25  0000000000041700	000200040025000d
 168   17:00.0 00020010 25  0000000000041700	000200100025000d
 169   17:00.0 00020040 25  0000000000041700	000200400025000d
 170   17:00.0 00020100 25  0000000000041700	000201000025000d
 171   17:00.0 00020400 25  0000000000041700	000204000025000d
 172   17:00.0 00021000 25  0000000000041700	000210000025000d
 173   17:00.0 00024000 25  0000000000041700	000240000025000d
 174   17:00.0 00030001 25  0000000000041700	000300010025000d
 175   17:00.0 00030004 25  0000000000041700	000300040025000d
 176   17:00.0 00030010 25  0000000000041700	000300100025000d
 177   17:00.0 00030040 25  0000000000041700	000300400025000d
 178   17:00.0 00030100 24  0000000000041700	000301000024000d
 179   17:00.0 00030400 24  0000000000041700	000304000024000d
 180   17:00.0 00031000 24  0000000000041700	000310000024000d
 181   17:00.0 00034000 24  0000000000041700	000340000024000d
 182   17:00.0 00020002 24  0000000000041700	000200020024000d
 183   17:00.0 00020008 24  0000000000041700	000200080024000d
 184   17:00.0 00020020 24  0000000000041700	000200200024000d
 185   17:00.0 00020080 24  0000000000041700	000200800024000d
 186   17:00.0 00020200 24  0000000000041700	000202000024000d
 187   17:00.0 00020800 24  0000000000041700	000208000024000d
 188   17:00.0 00022000 24  0000000000041700	000220000024000d
 189   17:00.0 00028000 24  0000000000041700	000280000024000d
 190   17:00.0 00030002 24  0000000000041700	000300020024000d
 191   17:00.0 00030008 24  0000000000041700	000300080024000d
 192   17:00.0 00030020 24  0000000000041700	000300200024000d
 193   17:00.0 00030080 24  0000000000041700	000300800024000d
 194   17:00.0 00030200 24  0000000000041700	000302000024000d
 195   17:00.0 00030800 24  0000000000041700	000308000024000d
 196   17:00.0 00032000 24  0000000000041700	000320000024000d
 197   17:00.1 00014000 26  0000000000041701	000140000026000d
 198   17:00.1 00012000 2c  0000000000041701	00012000002c000d
 199   17:00.1 00010040 2d  0000000000041701	00010040002d000d
 200   17:00.1 00010020 2d  0000000000041701	00010020002d000d
 201   17:00.1 00002000 30  0000000000041701	000020000030000d
 202   17:00.1 00011000 2d  0000000000041701	00011000002d000d
 203   17:00.1 00010080 24  0000000000041701	000100800024000d
 204   17:00.1 00000020 31  0000000000041701	000000200031000d
 205   17:00.1 00010100 28  0000000000041701	000101000028000d
 206   17:00.1 00000800 2d  0000000000041701	00000800002d000d
 207   17:00.1 00010400 2c  0000000000041701	00010400002c000d
 208   17:00.1 00010004 2c  0000000000041701	00010004002c000d
 209   17:00.1 00010200 2c  0000000000041701	00010200002c000d
 210   17:00.1 00002000 2c  0000000000041701	00002000002c000d
 211   17:00.1 00000800 2e  0000000000041701	00000800002e000d
 212   17:00.1 00010080 26  0000000000041701	000100800026000d
 213   17:00.1 00010008 22  0000000000041701	000100080022000d
 214   17:00.1 00000001 2c  0000000000041701	00000001002c000d
 215   17:00.1 00010010 26  0000000000041701	000100100026000d
 216   17:00.1 00000080 2f  0000000000041701	00000080002f000d
 217   17:00.1 00000008 2e  0000000000041701	00000008002e000d
 218   17:00.1 00000200 2e  0000000000041701	00000200002e000d
 219   17:00.1 00010020 30  0000000000041701	000100200030000d
 220   17:00.1 00000800 2c  0000000000041701	00000800002c000d
 221   17:00.1 00000080 31  0000000000041701	000000800031000d
 222   17:00.1 00000200 37  0000000000041701	000002000037000d
 223   17:00.1 00000200 2d  0000000000041701	00000200002d000d
 224   17:00.1 00002000 2e  0000000000041701	00002000002e000d
 225   17:00.1 00002000 31  0000000000041701	000020000031000d
 226   17:00.1 00008000 2e  0000000000041701	00008000002e000d
 227   17:00.1 00012000 2d  0000000000041701	00012000002d000d
 228   17:00.1 00000020 30  0000000000041701	000000200030000d
 229   17:00.1 00010002 31  0000000000041701	000100020031000d
 230   17:00.1 00000080 29  0000000000041701	000000800029000d
 231   17:00.1 00008000 2f  0000000000041701	00008000002f000d
 232   17:00.1 00010010 29  0000000000041701	000100100029000d
 233   17:00.1 00000020 2f  0000000000041701	00000020002f000d
 234   17:00.1 00010400 2b  0000000000041701	00010400002b000d
 235   17:00.1 00000080 33  0000000000041701	000000800033000d
 236   17:00.1 00000200 34  0000000000041701	000002000034000d
 237   17:00.1 00000020 39  0000000000041701	000000200039000d
 238   17:00.1 00018000 2c  0000000000041701	00018000002c000d
 239   17:00.1 00010800 2d  0000000000041701	00010800002d000d
 240   17:00.1 00008000 29  0000000000041701	000080000029000d
 241   17:00.1 00010008 2b  0000000000041701	00010008002b000d
 242   17:00.1 00010001 27  0000000000041701	000100010027000d
 243   17:00.1 00010001 2c  0000000000041701	00010001002c000d
 244   17:00.1 00000008 2c  0000000000041701	00000008002c000d
 245   17:00.1 00008000 31  0000000000041701	000080000031000d
 246   17:00.1 00010200 2b  0000000000041701	00010200002b000d
 247   17:00.1 00000002 30  0000000000041701	000000020030000d
 248   17:00.1 00010800 2c  0000000000041701	00010800002c000d
 249   17:00.1 00000008 2d  0000000000041701	00000008002d000d
 250   17:00.1 00011000 2c  0000000000041701	00011000002c000d
 251   17:00.1 00010100 2c  0000000000041701	00010100002c000d
 252   17:00.1 00014000 22  0000000000041701	000140000022000d
 253   17:00.1 00000800 2f  0000000000041701	00000800002f000d
 254   17:00.1 00010040 2c  0000000000041701	00010040002c000d
 255   17:00.1 00010004 2d  0000000000041701	00010004002d000d
 256   17:00.1 00000002 2e  0000000000041701	00000002002e000d
 257   17:00.1 00018000 2d  0000000000041701	00018000002d000d
 258   17:00.1 00000008 2b  0000000000041701	00000008002b000d
 261   17:00.3 00010020 29  0000000000041703	000100200029000d
 262   17:00.3 00010002 22  0000000000041703	000100020022000d
 263   17:00.4 00002000 29  0000000000041704	000020000029000d
 264   17:00.4 00008000 3a  0000000000041704	00008000003a000d
 265   17:00.5 00018000 24  0000000000041705	000180000024000d
 266   17:00.5 00000800 29  0000000000041705	000008000029000d
 267   17:00.6 00002000 33  0000000000041706	000020000033000d
 268   17:00.6 00014000 2d  0000000000041706	00014000002d000d
 269   17:00.7 00000800 30  0000000000041707	000008000030000d
 270   17:00.7 00010010 20  0000000000041707	000100100020000d
 271   17:01.0 00000800 22  0000000000041708	000008000022000d
 272   17:01.0 00010400 2d  0000000000041708	00010400002d000d
 273   17:01.1 00014000 20  0000000000041709	000140000020000d
 274   17:01.1 00000800 28  0000000000041709	000008000028000d

Remapped Interrupt supported on IOMMU: dmar9
 IR table address:3080300000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     f6:00.4 000b1000 20  000000000004f604	000b10000020000d

Remapped Interrupt supported on IOMMU: dmar8
 IR table address:3080400000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     f1:00.4 000b0400 20  000000000004f104	000b04000020000d

Remapped Interrupt supported on IOMMU: dmar7
 IR table address:2080400000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     ec:00.4 00090040 20  000000000004ec04	000900400020000d

Remapped Interrupt supported on IOMMU: dmar6
 IR table address:2080500000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     e7:00.4 00090010 20  000000000004e704	000900100020000d
 1     e7:01.0 00080800 24  000000000004e708	000808000024000d
 2     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d
 3     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d
 4     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d
 5     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d
 6     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d
 7     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d
 8     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d
 9     e7:01.0 00000001 ef  000000000004e708	0000000100ef000d

Remapped Interrupt supported on IOMMU: dmar5
 IR table address:3080600000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     80:00.4 000b0004 20  0000000000048004	000b00040020000d
 1     80:01.0 000b0800 24  0000000000048008	000b08000024000d
 2     80:05.0 000b4000 25  0000000000048028	000b40000025000d
 3     80:07.0 000a0080 24  0000000000048038	000a00800024000d

Remapped Interrupt supported on IOMMU: dmar4
 IR table address:3080800000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     d7:00.4 000a4000 20  000000000004d704	000a40000020000d
 1     d7:01.0 000b0080 24  000000000004d708	000b00800024000d

Remapped Interrupt supported on IOMMU: dmar3
 IR table address:3080900000
 Entry SrcID   DstID    Vct IRTE_high		IRTE_low
 0     c7:00.4 000b4000 24  000000000004c704	000b40000024000d
 1     c7:01.0 000b0004 25  000000000004c708	000b00040025000d
 2     c7:03.0 000a0800 24  000000000004c718	000a08000024000d
 3     c7:05.0 000a8000 24  000000000004c728	000a80000024000d
 4     c8:00.0 000a1000 20  000000000004c800	000a10000020000d
 5     c9:00.0 000b0001 20  000000000004c900	000b00010020000d
 6     c8:00.0 00020004 21  000000000004c800	000200040021000d
 7     c8:00.0 00020020 21  000000000004c800	000200200021000d
